,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
10427,10427,01:41:20:02,01:41:26:03,5256228221757951173.xml,1716,"So...  Why do you want to hear  from him anyway, eh?",0.05689315125346184,0.05689315125346184
22233,22233,01:03:52:16,01:03:55:17,5274434588125702436.xml,1140,"Well, no.  But I know Tanya  and I know she didn't do it. Well, unfortunately,  I can't base a case around",0.05687949061393738,0.05687949061393738
15275,15275,02:15:10:18,02:15:12:16,5264050645694159353.xml,2426,You'd be surprised what  making an effort can do.,0.05685378983616829,0.05685378983616829
6377,6377,01:44:36:01,01:44:41:14,5251033029316736209.xml,2061,All right.  But if Tony goes  anywhere near Peter ever again... He won't. ,0.056850239634513855,0.056850239634513855
1861,1861,01:42:24:16,01:42:29:06,5245830105934359183.xml,1862,"If he's dumped you,  then he's an idiot. Thanks, Ricky.  No, I mean it.",0.05680130794644356,0.05680130794644356
11647,11647,00:51:26:17,00:51:28:17,5258818087037440299.xml,1016,"Weren't much of a welcome.  What did you expect, streamers(?)",0.056801214814186096,0.056801214814186096
16404,16404,00:49:38:05,00:49:41:02,5266645664934403562.xml,973,Evidently I'm not funny. ,0.05676873028278351,0.05676873028278351
8480,8480,01:44:19:21,01:44:26:09,5253646087419594905.xml,1871,"Right, which race  do you wanna bet on? Er, well, the next one.  OK.  What horse?",0.0567438080906868,0.0567438080906868
12733,12733,01:51:37:06,01:51:39:02,5258818087037440299.xml,2102,"Well, you're a fine one to talk. ",0.05668586492538452,0.05668586492538452
15160,15160,02:08:09:20,02:08:11:01,5264050645694159353.xml,2311,Before he went inside  we were really close. And now?,0.05664774775505066,0.05664774775505066
20284,20284,01:05:38:22,01:05:52:06,5271844722846213628.xml,1254,Alexa.  That's a great name.  Then again^ I love Naomi.  Rachel's cute.  Never realised it'd be so  difficult choosing a name.,0.0565536729991436,0.0565536729991436
16849,16849,01:16:31:14,01:16:34:18,5266645664934403562.xml,1418,Even in the direst circumstances. ,0.056551337242126465,0.056551337242126465
15087,15087,02:03:01:23,02:03:05:10,5264050645694159353.xml,2238,I didn't use rollers in her hair. ,0.056545406579971313,0.056545406579971313
5254,5254,00:48:04:23,00:48:06:18,5251033029316736209.xml,938,Course not!  You could eat your dinner off my lav seat!,0.05654163658618927,0.05654163658618927
1247,1247,01:08:06:20,01:08:11:15,5245830105934359183.xml,1248,"And above all, win it  for the Queen Vic Five United, the good old QVFU!  Go get 'em, lads!",0.05652330070734024,0.05652330070734024
16973,16973,01:23:26:22,01:23:28:07,5266645664934403562.xml,1542,You sure you know what  you're getting yourself into?,0.056519005447626114,0.056519005447626114
23041,23041,01:47:25:05,01:47:58:18,5274434588125702436.xml,1948,"Ah, you see.  There's a reason to stay.  You took your time,  but you got there in the end. I need to go.  What? I need to go.  This was a mistake. ",0.05649520829319954,0.05649520829319954
1658,1658,01:29:53:22,01:29:58:03,5245830105934359183.xml,1659,You're wearing your hair down.  You ain't done that for ages.,0.056471604853868484,0.056471604853868484
9006,9006,00:17:38:13,00:17:40:18,5256228221757951173.xml,295,"don't play games with me,  because they'll backfire...badly.",0.056390244513750076,0.056390244513750076
7163,7163,00:32:14:22,00:32:16:05,5253646087419594905.xml,554,"Um, my sister-in-law. ",0.05635406821966171,0.05635406821966171
21812,21812,00:39:20:05,00:39:25:23,5274434588125702436.xml,719,"It's so good to see you.  How are you, Tanya? How's my baby?",0.05629025772213936,0.05629025772213936
21231,21231,00:07:24:21,00:07:28:07,5274434588125702436.xml,138,So what don't you understand? ,0.056283172219991684,0.056283172219991684
8890,8890,00:09:45:13,00:09:48:08,5256228221757951173.xml,179,"Why wait in the rain and the cold?  I mean, you love driving, Grandma.",0.05624625086784363,0.05624625086784363
21189,21189,00:04:38:04,00:04:42:10,5274434588125702436.xml,96,She doesn't know the value of money  cos she hasn't had to earn it.,0.05623587220907211,0.05623587220907211
18589,18589,01:01:16:01,01:01:23:19,5269245838135402929.xml,1053,"But you don't even cook.  Oh, I've got plenty of hidden  talents inside of me, Phil. Just you wait and see.",0.05622609332203865,0.05622609332203865
945,945,00:52:13:00,00:52:18:09,5245830105934359183.xml,946,"So what's all this with Phil?  Leaving?  I'm just gonna find Ian. Make sure you hurry back, yeah? ",0.05621064081788063,0.05621064081788063
726,726,00:40:11:07,00:40:21:13,5245830105934359183.xml,727,"I thought it'd be nice.  There's stuff I wanna watch on telly. Well, come over after.  Why? It's only a drink in the Vic, Stace.  I don't want to.  A couple of drinks and you'll see, he's an OK bloke.",0.056186363101005554,0.056186363101005554
15222,15222,02:11:26:20,02:11:29:12,5264050645694159353.xml,2373,Ever since you come here you've done  nothing but interfere.  Chelsea...,0.056105855852365494,0.056105855852365494
7584,7584,00:55:06:06,00:55:13:12,5253646087419594905.xml,975,fill me in on all your  dirty little secrets. Ah!  Was somebody  a naughty girl at school?,0.05610286444425583,0.05610286444425583
22839,22839,01:35:05:24,01:35:08:22,5274434588125702436.xml,1746,"More important than me?  I'll just see who it is, yeah?",0.05608925595879555,0.05608925595879555
17150,17150,01:33:30:11,01:33:33:12,5266645664934403562.xml,1719,Got her gastric troubles.  Oh.,0.0560433603823185,0.0560433603823185
2983,2983,00:46:41:19,00:46:44:20,5248439298566680341.xml,903,I didn't tell her to hit anyone. ,0.05602928623557091,0.05602928623557091
7968,7968,01:17:15:03,01:17:18:02,5253646087419594905.xml,1359,"Those two were never apart.  So, why don't you ask him  where his old friend is?",0.05600608140230179,0.05600608140230179
7838,7838,01:08:56:20,01:09:10:04,5253646087419594905.xml,1229,Probably about the stall. ,0.05599578469991684,0.05599578469991684
5088,5088,00:38:21:07,00:38:24:03,5251033029316736209.xml,772,"You want Stacey to be  proud of you, don't you?",0.05598628893494606,0.05598628893494606
19808,19808,00:40:01:21,00:40:03:09,5271844722846213628.xml,778,do us a favour and go and ask one of  the nurses. Will you stop fussing?,0.05595836415886879,0.05595836415886879
5797,5797,01:16:16:21,01:16:23:08,5251033029316736209.xml,1481,"Yeah.  Really looking forward to it.  Come on, Max? Just for me? ",0.05595693364739418,0.05595693364739418
1778,1778,01:36:41:23,01:36:45:24,5245830105934359183.xml,1779,Why are you here? ,0.05595451965928078,0.05595451965928078
18603,18603,01:02:10:02,01:02:12:16,5269245838135402929.xml,1067,"What about guilty?  What, you saying this is all my fault?",0.05592706799507141,0.05592706799507141
16850,16850,01:16:34:19,01:16:38:01,5266645664934403562.xml,1419,And if it makes you feel better... ,0.05591144785284996,0.05591144785284996
18063,18063,00:27:55:21,00:27:59:11,5269245838135402929.xml,527,"Push off, Grimwood, I just wanna  enjoy this fag. I'd love to,",0.05586957931518555,0.05586957931518555
18345,18345,00:47:40:01,00:47:45:01,5269245838135402929.xml,809,"No!  You promised, you  promised she'd come home.",0.055850375443696976,0.055850375443696976
9389,9389,00:39:30:24,00:39:36:01,5256228221757951173.xml,678,So where's he from?  I dunno.  Just said he had  a package for you.,0.05584145337343216,0.05584145337343216
21298,21298,00:11:06:11,00:11:12:21,5274434588125702436.xml,205,Family.  Don't know why I'm saying it  like it's news to you.,0.055841248482465744,0.055841248482465744
19621,19621,00:31:18:08,00:31:21:00,5271844722846213628.xml,591,"Are you happy now?  You got what  you wanted, didn't you?",0.05581418052315712,0.05581418052315712
11360,11360,00:35:52:19,00:35:58:00,5258818087037440299.xml,729,"Good, good.  It was nice  spending time with Abi, actually.",0.05579210817813873,0.05579210817813873
14803,14803,01:45:28:10,01:45:35:00,5264050645694159353.xml,1954,"No, he was threatening our future.  I dealt with him.  You can't just  shout at a bloke like Max, you have to show him that you mean business.",0.055772390216588974,0.055772390216588974
10495,10495,01:44:48:11,01:44:57:01,5256228221757951173.xml,1784,"You don't have to.  Just hang  it up at the end of the night, and I'll bring it back  to the stall in the morning. I knew you were a sponger,  I never knew you were a thief.",0.055758263915777206,0.055758263915777206
19822,19822,00:40:27:23,00:40:30:00,5271844722846213628.xml,792,Argh!  What is he even doing  in here anyway?,0.05575326830148697,0.05575326830148697
16923,16923,01:20:42:07,01:20:44:05,5266645664934403562.xml,1492,"I am so, so proud of you. ",0.055752016603946686,0.055752016603946686
2821,2821,00:38:52:12,00:38:54:20,5248439298566680341.xml,741,I'm not doing anything. ,0.05572685971856117,0.05572685971856117
17273,17273,01:39:10:12,01:39:18:13,5266645664934403562.xml,1842,"Maybe not, but I admire him.  I really do.  I mean, he reminds me of myself, a few years back. A bit mixed up,  but full of potential.",0.0557071678340435,0.0557071678340435
12302,12302,01:24:58:03,01:25:01:09,5258818087037440299.xml,1671,"Anyway, it's a shame to let  a perfectly good pizza go to waste.",0.055655717849731445,0.055655717849731445
14726,14726,01:40:43:13,01:40:46:12,5264050645694159353.xml,1877,"What's this, then? ",0.05565343052148819,0.05565343052148819
10498,10498,01:45:03:02,01:45:15:00,5256228221757951173.xml,1787,"The only people in the  club were you, me and Roxy. But...  Did you hear me? So you stole my letter and then you gave it to my father. You've got the wrong girl.  Did you or didn't you?  Go on,  tell me.  Did you or didn't you?",0.05564696714282036,0.05564696714282036
16768,16768,01:11:22:00,01:11:24:03,5266645664934403562.xml,1337,You can do your homework  when you get back.,0.05563505366444588,0.05563505366444588
4543,4543,00:11:19:04,00:11:22:02,5251033029316736209.xml,227,"You don't think you're...  No! Just gives me a headache,  that's all. It's all right.",0.055631108582019806,0.055631108582019806
19261,19261,00:11:24:21,00:11:29:24,5271844722846213628.xml,231,All right?  Lucas tells me your fella's getting on well at the youth club.,0.05560378357768059,0.05560378357768059
2368,2368,00:15:17:17,00:15:27:06,5248439298566680341.xml,288,"Given us all a lift.  Having all that  youthful energy about the place. Oh, I bet you miss that, Peggy.  I've got Ben...Roxy. ",0.055598508566617966,0.055598508566617966
22169,22169,00:59:49:22,00:59:51:06,5274434588125702436.xml,1076,A sense of humour is important. ,0.05554456263780594,0.05554456263780594
18574,18574,01:00:23:15,01:00:27:20,5269245838135402929.xml,1038,"Yeah, I need to have one  of them with her as well. It's all right, I can wait.",0.055540673434734344,0.055540673434734344
12617,12617,01:44:46:00,01:44:47:19,5258818087037440299.xml,1986,I don't want to be  a doctor any more.,0.05549604445695877,0.05549604445695877
20841,20841,01:37:47:07,01:37:52:00,5271844722846213628.xml,1811,"I'm not going down there,  all right? I didn't say that, did I?  It's what you want though, isn't it?",0.05549042299389839,0.05549042299389839
9775,9775,01:00:56:23,01:01:04:24,5256228221757951173.xml,1064,"Mmm, shut up with your ""not serious""! ",0.05549000948667526,0.05549000948667526
5000,5000,00:35:02:17,00:35:05:02,5251033029316736209.xml,684,Make up a jug of Sangria. ,0.05544235557317734,0.05544235557317734
16365,16365,00:47:21:16,00:47:23:17,5266645664934403562.xml,934,"Yeah, well, at least  you're not a suspect.",0.055402252823114395,0.055402252823114395
14742,14742,01:41:51:18,01:41:56:02,5264050645694159353.xml,1893,"You weren't all to blame.  Oh, yes, I was, Tanya. ",0.055372994393110275,0.055372994393110275
6365,6365,01:43:40:23,01:43:46:11,5251033029316736209.xml,2049,What?  Please don't call the police.  Tony's really sorry.,0.05536487326025963,0.05536487326025963
17331,17331,01:43:26:15,01:43:29:16,5266645664934403562.xml,1900,"Amen.  Amen. And dear God, please,  please say he doesn't die.",0.055342018604278564,0.055342018604278564
11851,11851,01:01:39:23,01:01:41:20,5258818087037440299.xml,1220,I didn't want you to  have to deal with it all.,0.05532480403780937,0.05532480403780937
17961,17961,00:21:24:18,00:21:28:05,5269245838135402929.xml,425,Masala Masood has massive potential.  If we unite as a family there's no  end to what we can achieve.,0.05532250553369522,0.05532250553369522
14673,14673,01:37:45:20,01:37:47:22,5264050645694159353.xml,1824,I won't be needing these. ,0.0553041510283947,0.0553041510283947
165,165,00:10:17:21,00:10:22:01,5245830105934359183.xml,166,"I'll ask about,  something might turn up.",0.05524236336350441,0.05524236336350441
10062,10062,01:18:41:03,01:19:17:10,5256228221757951173.xml,1351,"So, what can I get ya?  White Russian?  Bellini?  Thought I was coming in for coffee?  That's what's known as a euphemism. Yeah, but I didn't think coffee was  a euphemism for spirits and mixers. In case I forget to tell you  in the morning... I had a great time.  Me too.",0.05523964762687683,0.05523964762687683
2267,2267,00:10:22:09,00:10:25:02,5248439298566680341.xml,187,"Er...  No, no.  If anything occurs, you let me know.  Yeah, yeah.  Course.",0.05520731955766678,0.05520731955766678
6685,6685,00:05:08:06,00:05:09:20,5253646087419594905.xml,76,You think me and Peter  ain't gonna be together then? That's not what I said.,0.055181000381708145,0.055181000381708145
22543,22543,01:19:22:06,01:19:24:11,5274434588125702436.xml,1450,You think maybe it's time  to let them out?,0.05517508089542389,0.05517508089542389
15274,15274,02:15:04:07,02:15:10:17,5264050645694159353.xml,2425,and it made me  feel better about myself.,0.055172212421894073,0.055172212421894073
12740,12740,01:51:55:20,01:51:57:14,5258818087037440299.xml,2109,Thank you.  Where you going? There's no time like the present.,0.05515728145837784,0.05515728145837784
4986,4986,00:34:16:00,00:34:18:22,5251033029316736209.xml,670,and Jane was very good about  you taking time off yesterday.,0.055123720318078995,0.055123720318078995
18601,18601,01:02:00:23,01:02:08:05,5269245838135402929.xml,1065,So what do you feel?  I don't know.  Bitter?  Angry?,0.05511680617928505,0.05511680617928505
20487,20487,01:16:06:11,01:16:11:05,5271844722846213628.xml,1457,Taking on Roxy's problems are  not gonna make yours go away. I don't have any. Not now I've got all of this. ,0.055115558207035065,0.055115558207035065
11952,11952,01:06:10:05,01:06:12:02,5258818087037440299.xml,1321,That's gotta mean something. ,0.05511419475078583,0.05511419475078583
7209,7209,00:34:19:14,00:34:21:07,5253646087419594905.xml,600,I think he's already gone. ,0.05508236214518547,0.05508236214518547
18406,18406,00:51:12:18,00:51:16:13,5269245838135402929.xml,870,Those poor children.  What have we done? ,0.0549980066716671,0.0549980066716671
13077,13077,00:11:12:00,00:11:14:14,5264050645694159353.xml,228,"You can say goodbye to  all your mates, but can't say anything to your dad?",0.054932646453380585,0.054932646453380585
5295,5295,00:50:25:02,00:50:27:23,5251033029316736209.xml,979,both connected to items  from the Minute Mart fridges.,0.05493229627609253,0.05493229627609253
21590,21590,00:28:23:21,00:28:28:03,5274434588125702436.xml,497,"Do you mean, did you deserve it?  Yeah.  Everything. ",0.05489082634449005,0.05489082634449005
688,688,00:38:47:24,00:38:50:03,5245830105934359183.xml,689,Ian.  Ian?  That bloke wouldn't  even give me 5p let alone 500 quid.,0.05487748980522156,0.05487748980522156
2263,2263,00:10:06:01,00:10:09:04,5248439298566680341.xml,183,"What kind of medal?  Well, it don't matter what kind of medal.",0.0548427514731884,0.0548427514731884
16279,16279,00:41:18:05,00:41:23:09,5266645664934403562.xml,848,I bet she was pleased for you?  She said I couldn't do it.  She said  performing was a waste of time.,0.0548185296356678,0.0548185296356678
4485,4485,00:08:20:17,00:08:22:10,5251033029316736209.xml,169,Not with my delicate constitution.  But curry's good for you.  Helps you live longer.  Slows memory loss.,0.054809462279081345,0.054809462279081345
3533,3533,01:11:49:20,01:11:51:00,5248439298566680341.xml,1453,"Fine!  Stuff your family photo then.  It's  all a load of old rubbish anyway,",0.054801326245069504,0.054801326245069504
9822,9822,01:04:27:14,01:04:29:23,5256228221757951173.xml,1111,and you were saying you've  gotta find out what he's up to.,0.054777804762125015,0.054777804762125015
11679,11679,00:53:24:22,00:53:29:06,5258818087037440299.xml,1048,"No.  I know you like it here.  Yeah, I did.  Till that stupid cow Dawn came back.",0.054705094546079636,0.054705094546079636
15608,15608,00:08:21:02,00:08:29:13,5266645664934403562.xml,177,"Tanya might need me to look after  the kids and... after last time, I felt really bad.  No, the Mrs Beale stuff was really great.",0.054680339992046356,0.054680339992046356
16418,16418,00:50:17:07,00:50:19:20,5266645664934403562.xml,987,What that means to me?  You get a discount on Stacey's stall?,0.05466124042868614,0.05466124042868614
18196,18196,00:37:02:15,00:37:03:09,5269245838135402929.xml,660,First person I would have smacked  was the idiot who lost the keys in the first place.,0.05464579537510872,0.05464579537510872
10847,10847,00:09:00:04,00:09:08:04,5258818087037440299.xml,216,"No, all I'm saying is that I feel  for you, with your troubles... Oh, Bradley ain't got troubles, exactly.",0.05464167520403862,0.05464167520403862
22898,22898,01:38:20:02,01:38:28:19,5274434588125702436.xml,1805,Chels?  You OK with me and your dad  seeing each other again?,0.05463916435837746,0.05463916435837746
16851,16851,01:16:38:02,01:16:40:05,5266645664934403562.xml,1420,"I'd trust you with my Dad!  Oh, you're funny! What?",0.054634030908346176,0.054634030908346176
3704,3704,01:19:54:06,01:19:56:15,5248439298566680341.xml,1624,And I've always considered you  one of my closest friends.,0.05459190160036087,0.05459190160036087
21850,21850,00:41:37:09,00:41:42:14,5274434588125702436.xml,757,"I really admire that.  You standing by her. Yeah, well, I didn't say that,  did I?",0.054556332528591156,0.054556332528591156
14129,14129,01:07:22:06,01:07:32:17,5264050645694159353.xml,1280,"Where did he go?  I don't know, home? Are you looking for Lauren? Yeah.  Right, well, she was just talking to Lucy, and she's ran off. Where's Lucy? She's round here.",0.05455046519637108,0.05455046519637108
12903,12903,00:02:58:12,00:03:04:13,5264050645694159353.xml,54,"Right.  Oh, sorry, your change...  Is this all you've got?",0.05453812703490257,0.05453812703490257
21316,21316,00:12:06:15,00:12:08:03,5274434588125702436.xml,223,"Yeah, she's probably at the doctor's. ",0.054528675973415375,0.054528675973415375
4035,4035,01:38:47:11,01:38:55:17,5248439298566680341.xml,1955,"Bradley's got our whole lives mapped  out.  Kids, mortgage, pension plan... He's probably already decided what  we're doing for our ruby wedding. I think that's sweet.",0.05452778935432434,0.05452778935432434
2418,2418,00:18:19:01,00:18:23:03,5248439298566680341.xml,338,"I don't know, Bradley.  The ""big fat moron"" medal.",0.05448500066995621,0.05448500066995621
6747,6747,00:08:38:09,00:08:40:13,5253646087419594905.xml,138,"Well, it's not like she's been  in the nick for a year, is it, eh?",0.05447648465633392,0.05447648465633392
1685,1685,01:32:03:08,01:32:09:16,5245830105934359183.xml,1686,How can he not love you?  You're lovely. ,0.054440937936306,0.054440937936306
19290,19290,00:12:58:00,00:12:59:14,5271844722846213628.xml,260,Turns out she was doing more  than just checking for bed sores.,0.054432597011327744,0.054432597011327744
1610,1610,01:26:37:04,01:27:00:16,5245830105934359183.xml,1611,"Anyway, it'll be another couple  of weeks. I was really looking  forward to that. Why don't you go private.  You'll pay, won't you, Archie? Yeah, I'd be happy to.  We could get you in there tomorrow. No, no, I'm fine.  WE'RE fine. A few weeks won't make  any difference. As long as you're sure. Positive. We're gonna pop out, quick bite  to eat.  Back in a couple of hours. No alcohol.  Promise. ",0.0544295459985733,0.0544295459985733
6467,6467,01:50:07:03,01:50:08:22,5251033029316736209.xml,2151,He couldn't even remember my name. ,0.05436958745121956,0.05436958745121956
10829,10829,00:07:47:16,00:07:49:04,5258818087037440299.xml,198,"What if Max saw it?  Well, there's nothing he can do about it now. Don't underestimate him.",0.05428531393408775,0.05428531393408775
14028,14028,01:01:29:02,01:01:37:08,5264050645694159353.xml,1179,"Give me your orange juice,  I'll give you a nip. I was gonna go. What?  You can't go.  This lot are  well boring.  I heard about Jack though.  What a psycho!",0.05426236614584923,0.05426236614584923
8843,8843,00:07:05:12,00:07:07:00,5256228221757951173.xml,132,He's probably shy.  Text him. ,0.0542413592338562,0.0542413592338562
776,776,00:42:52:01,00:42:54:19,5245830105934359183.xml,777,All I've gotta do now is start  pushing some buttons.,0.05422018840909004,0.05422018840909004
20368,20368,01:09:42:14,01:09:47:24,5271844722846213628.xml,1338,"No, make that a G ",0.05421982705593109,0.05421982705593109
387,387,00:22:33:15,00:22:36:14,5245830105934359183.xml,388,And I'm gonna try really hard  not to be such a prat in future.,0.054211873561143875,0.054211873561143875
9819,9819,01:04:14:20,01:04:22:20,5256228221757951173.xml,1108,"Right, he's gone. ",0.05415865406394005,0.05415865406394005
10034,10034,01:16:52:17,01:16:54:12,5256228221757951173.xml,1323,"They'd have killed you and all!  Think I care?  You didn't die, did ya? No, because what happened...",0.054151784628629684,0.054151784628629684
7869,7869,01:10:22:01,01:10:25:03,5253646087419594905.xml,1260,"Finger buffet or hot?  What do you think, cos we can't decide?",0.054142918437719345,0.054142918437719345
21614,21614,00:29:40:10,00:29:43:16,5274434588125702436.xml,521,Whatever do you've  got planned.,0.05412312224507332,0.05412312224507332
7270,7270,00:37:58:20,00:38:02:03,5253646087419594905.xml,661,So are you actually  gonna marry her or not?,0.05412166565656662,0.05412166565656662
22419,22419,01:12:15:13,01:12:26:11,5274434588125702436.xml,1326,"What's going on?!  The customers are not happy with their limp sandwiches. Bianca, I've told you before  about your stingy ways.",0.054088812321424484,0.054088812321424484
21973,21973,00:49:00:15,00:49:03:05,5274434588125702436.xml,880,once I've got rid of the dog.  And the Chihuahua.,0.05406960844993591,0.05406960844993591
8881,8881,00:09:13:22,00:09:17:23,5256228221757951173.xml,170,"You can't afford it, Bradley.  Yes, I can, Grandma!  All right?",0.05397294834256172,0.05397294834256172
19164,19164,00:06:57:13,00:07:00:05,5271844722846213628.xml,134,"She's 33.  That's right isn't it, Rox?  Why is this happening?",0.05393761396408081,0.05393761396408081
8566,8566,01:49:10:01,01:49:13:11,5253646087419594905.xml,1957,How if you won't answer my calls?  I'm 19.  I just wannna act  like a 19-year-old for a bit.,0.05389434099197388,0.05389434099197388
537,537,00:31:18:01,00:31:20:10,5245830105934359183.xml,538,"Oh, have you sorted it out with  Peggy? No, I will later.",0.053867731243371964,0.053867731243371964
16346,16346,00:45:46:11,00:45:48:07,5266645664934403562.xml,915,Going to visit your dad?  No.  No.,0.05385217070579529,0.05385217070579529
17346,17346,01:43:59:09,01:44:01:20,5266645664934403562.xml,1915,You can stop hiding now.  They've gone.,0.05384038761258125,0.05384038761258125
15297,15297,02:16:25:04,02:16:27:10,5264050645694159353.xml,2448,Can we talk  in the family room?,0.05383015796542168,0.05383015796542168
15582,15582,00:06:29:09,00:06:30:02,5266645664934403562.xml,151,Abi...  .  I said no. We will have to.,0.05382229760289192,0.05382229760289192
9518,9518,00:47:39:15,00:47:41:02,5256228221757951173.xml,807,So it is my fault then.  They didn't say that.,0.05382191762328148,0.05382191762328148
15719,15719,00:14:30:22,00:14:33:08,5266645664934403562.xml,288,"Like I said, there's been  a lot of faces.",0.053821589797735214,0.053821589797735214
21587,21587,00:28:10:06,00:28:13:15,5274434588125702436.xml,494,Do you think the way I behaved... ,0.05379517376422882,0.05379517376422882
16410,16410,00:50:01:18,00:50:02:01,5266645664934403562.xml,979,Your dad hates me.  You're being paranoid.  Of course he doesn't hate you.  You're family.,0.05379020795226097,0.05379020795226097
5146,5146,00:41:32:18,00:41:39:01,5251033029316736209.xml,830,..you know how hard it is...  you might consider... Just cos I messed up  don't mean I'm some kind of guardian of the underworld.,0.05376199260354042,0.05376199260354042
6823,6823,00:13:00:19,00:13:06:06,5253646087419594905.xml,214,"That's just a ballpark figure.  When I have the details, I can give you them.",0.05375919118523598,0.05375919118523598
17328,17328,01:43:20:04,01:43:22:17,5266645664934403562.xml,1897,"And because of that,  we may be made happy.",0.053739339113235474,0.053739339113235474
13591,13591,00:37:13:19,00:37:23:22,5264050645694159353.xml,742,Hello?  Hi.  I need to know  who I should write to... to withdraw my application. ,0.05371181294322014,0.05371181294322014
21469,21469,00:22:12:12,00:22:14:04,5274434588125702436.xml,376,"Really?  No danger of paying out, then.",0.05370622128248215,0.05370622128248215
3305,3305,01:02:28:11,01:02:29:20,5248439298566680341.xml,1225,Anything else you need to tell me?  Don't!,0.05366763100028038,0.05366763100028038
21761,21761,00:36:58:22,00:37:04:18,5274434588125702436.xml,668,All right?  What's that?  What do you think?  But we said we'd go  and pick a dog with Ben.,0.05360633507370949,0.05360633507370949
2730,2730,00:33:34:03,00:33:43:20,5248439298566680341.xml,650,I saw that!  So? So you got a problem? Telling me to shut up like that. Maybe it's time someone did.  Has he not got no family?  Or friends he wants to catch up with?,0.053593240678310394,0.053593240678310394
9497,9497,00:46:51:13,00:46:52:20,5256228221757951173.xml,786,"Trust me, you don't  want a family like mine.",0.05352551117539406,0.05352551117539406
4542,4542,00:11:14:07,00:11:19:03,5251033029316736209.xml,226,Unless... ,0.05352264642715454,0.05352264642715454
3128,3128,00:53:26:18,00:53:29:15,5248439298566680341.xml,1048,"So?  How did it go with Abi, then? ",0.053521815687417984,0.053521815687417984
10365,10365,01:38:01:09,01:38:08:18,5256228221757951173.xml,1654,you've changed since school.  You remember me?  I barely remember you. ,0.053463369607925415,0.053463369607925415
10798,10798,00:06:23:11,00:06:27:06,5258818087037440299.xml,167,Oops. ,0.053417790681123734,0.053417790681123734
13186,13186,00:16:11:22,00:16:13:13,5264050645694159353.xml,337,"That is a lov...  £1, please. ",0.05339110642671585,0.05339110642671585
6122,6122,01:31:56:10,01:31:59:15,5251033029316736209.xml,1806,"I mean, if I get the job.  Is that  all right? Yeah, it's all right. If you want it, the job's yours.",0.053387731313705444,0.053387731313705444
3167,3167,00:55:51:09,00:55:56:02,5248439298566680341.xml,1087,What have I just been saying? ,0.053386349231004715,0.053386349231004715
22983,22983,01:43:16:09,01:43:37:01,5274434588125702436.xml,1890,Come.  I promise I won't step  on your toes.,0.05336851626634598,0.05336851626634598
4121,4121,01:44:34:03,01:44:36:02,5248439298566680341.xml,2041,I ain't gonna make  the same mistake twice.,0.053362008184194565,0.053362008184194565
6886,6886,00:16:28:01,00:16:30:00,5253646087419594905.xml,277,She told you?  Told me what?,0.053338248282670975,0.053338248282670975
20752,20752,01:32:29:05,01:32:30:22,5271844722846213628.xml,1722,"After you, precious. ",0.05331879481673241,0.05331879481673241
21805,21805,00:39:01:23,00:39:04:06,5274434588125702436.xml,712,"You just don't get this, do ya?  Sorry?",0.05331107974052429,0.05331107974052429
6781,6781,00:10:14:10,00:10:17:00,5253646087419594905.xml,172,"Just five minutes, all right? ",0.05330587550997734,0.05330587550997734
4049,4049,01:39:43:22,01:39:48:02,5248439298566680341.xml,1969,"No, no, don't do this,  Tanya, please.",0.053282734006643295,0.053282734006643295
4965,4965,00:32:55:08,00:33:00:11,5251033029316736209.xml,649,Just looking at the stock to see what  we had in the chiller yesterday.,0.053259678184986115,0.053259678184986115
5376,5376,00:54:45:10,00:54:51:21,5251033029316736209.xml,1060,"Hope you feel better  soon, Mrs Branning.",0.05325872451066971,0.05325872451066971
6226,6226,01:37:01:18,01:37:03:15,5251033029316736209.xml,1910,He'll be a great dad. ,0.05317845940589905,0.05317845940589905
20546,20546,01:19:42:03,01:19:44:23,5271844722846213628.xml,1516,I'm building a cot. ,0.0531584732234478,0.0531584732234478
1082,1082,00:58:44:16,00:58:46:19,5245830105934359183.xml,1083,"I need my one with the memory foam.  Remembers the shape of my head. What, like how big it is?",0.05314808338880539,0.05314808338880539
7678,7678,00:59:58:20,01:00:00:24,5253646087419594905.xml,1069,"Like the vicar said, it's lovely. ",0.05313519015908241,0.05313519015908241
14987,14987,01:57:27:11,01:57:29:04,5264050645694159353.xml,2138,Did you get a look at them? ,0.05313292145729065,0.05313292145729065
250,250,00:15:10:06,00:15:24:24,5245830105934359183.xml,251,"You ain't gonna be horrible to him  again, are you?  Please, not while I'm here. Don't be so stupid.  Who's stupid?",0.05310909450054169,0.05310909450054169
11860,11860,01:02:00:06,01:02:03:00,5258818087037440299.xml,1229,"Oh, can I have my phone back?  As long as you promise  not to call your dad.",0.053081247955560684,0.053081247955560684
20711,20711,01:30:03:04,01:30:14:05,5271844722846213628.xml,1681,Might be a while yet.  What?  Till he gets out. So?  Tanya might get an early release.,0.05307933688163757,0.05307933688163757
1980,1980,01:48:21:17,01:48:24:14,5245830105934359183.xml,1981,Don't be silly. ,0.053077615797519684,0.053077615797519684
19215,19215,00:09:24:09,00:09:25:05,5271844722846213628.xml,185,"I won't be much use.  Let us know if  there's any news. Yeah, of course.",0.053068291395902634,0.053068291395902634
