,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
13377,13377,00:26:17:16,00:26:21:14,5264050645694159353.xml,528,are you saying  that you want me to dump her?,events,,0.6780285835266113
16298,16298,00:42:47:03,00:42:56:03,5266645664934403562.xml,867,I wasn't bothered.  At least I didn't have to listen to her stupid sexy voice. Sticking her boobs out everywhere  and treating me like a baby. I'm glad to be home.,events,,0.6779803037643433
21190,21190,00:04:42:11,00:04:46:22,5274434588125702436.xml,97,"Yeah, cos you don't make me work  in the chippy every holiday. Yeah, and there's loads of money in  rolling eyes and sarcastic comments.",events,,0.6779425740242004
13419,13419,00:27:50:23,00:28:04:22,5264050645694159353.xml,570,"I told you what he was like,  didn't I? You just wouldn't listen. ",events,,0.6779351234436035
19181,19181,00:07:35:15,00:07:37:07,5271844722846213628.xml,151,Slow deep breaths.  Is she taking the...?,events,,0.6779062151908875
2510,2510,00:22:21:01,00:22:23:23,5248439298566680341.xml,430,"Mix it up, leave it on the step,  that should do it.",events,,0.6778923869132996
9175,9175,00:27:01:14,00:27:22:01,5256228221757951173.xml,464,"I feel I don't have to go through  life battling everything alone. Archie's a good man.  Better than Frank? Yeah. And with Archie I feel I can plan  anything and make it happen. But with Frank - oh, God rest  his soul - it was all hot air. You're a mug, Peggy. ",events,,0.6778714060783386
20360,20360,01:09:21:01,01:09:27:03,5271844722846213628.xml,1330,"Yeah, I am.  I'm just stretched  at the minute. And I need you to step up. ",events,,0.6778136491775513
21624,21624,00:30:11:18,00:30:13:17,5274434588125702436.xml,531,"What, no welcome home? ",events,,0.6777172088623047
20217,20217,01:01:53:15,01:01:55:21,5271844722846213628.xml,1187,Oi!  I've been calling you. ,events,,0.6775979995727539
17127,17127,01:31:44:18,01:32:18:07,5266645664934403562.xml,1696,"You know, when you  first meet someone. All that stuff still to discover.  It's so...exciting! Scary, more like.  Haven't had much luck up to now... Oh, he's well into you, Stace.  Yeah, but what do I know about him?  He might be a serial killer. Callum?!  You know what I mean. Do you not you trust him? No. It's not that...  It's just...  What? Promise me you won't tell anyone? He's got these strange scars  on his thighs.  I've never seen anything like it before. And he hasn't said anything,  and I don't really want to ask.",events,,0.6775389909744263
1446,1446,01:16:28:12,01:16:29:22,5245830105934359183.xml,1447,I dunno what to say.  Say you owe me one.,events,,0.6774993538856506
10153,10153,01:24:56:14,01:24:59:21,5256228221757951173.xml,1442,"Oh, how is he?  Poor little soul, stuck in care... That's sort of the reason I was  wanting to talk to you Peg...",events,,0.6774764657020569
13589,13589,00:36:54:16,00:37:11:17,5264050645694159353.xml,740,"Better.  Well, let's be honest,  I wasn't expecting much. You don't mean that.  No?  What does it matter if we done  it or not?  Nothing's changed, has it? Yeah, but you're lovers now.  Really?  So why hasn't he  spoken to me all morning?",events,,0.6774756908416748
15926,15926,00:25:18:04,00:25:25:18,5266645664934403562.xml,495,"Enjoy it while you can, cos once  this little beauty's fitted, no-one's getting in without  the combination.  And I mean no-one.",events,,0.6773988604545593
9652,9652,00:54:21:15,00:54:24:15,5256228221757951173.xml,941,We all set?  Yeah.  I'll just double check you ain't left nothing.,events,,0.6773426532745361
7171,7171,00:32:27:17,00:32:29:12,5253646087419594905.xml,562,"I tell you, those blokes  push way too hard.",events,,0.6771633625030518
18561,18561,00:59:45:08,00:59:48:02,5269245838135402929.xml,1025,"Trust me.  I do. Yeah, well, tell your mother  to do the same.",events,,0.6771482229232788
12522,12522,01:39:51:04,01:40:01:20,5258818087037440299.xml,1891,"I don't want my kids  to hate me like that. I know it's over between us, Tan. ",events,,0.677143931388855
4326,4326,00:00:31:14,00:00:37:15,5251033029316736209.xml,10,"Why didn't you wake me? I'm gonna be late. But I've made you breakfast in bed.  That's a lovely idea, Stace.",events,,0.6771225929260254
1222,1222,01:07:07:22,01:07:12:04,5245830105934359183.xml,1223,"Do you think it'd make a difference?  Not now that...  Maybe if I told her,",events,,0.677035927772522
12545,12545,01:41:21:09,01:41:25:13,5258818087037440299.xml,1914,"It's amazing, that buzz, isn't it? ",events,,0.6770114898681641
21628,21628,00:30:23:19,00:30:25:08,5274434588125702436.xml,535,How you managing with Oscar -  in your condition?,events,,0.6769647002220154
5010,5010,00:35:33:08,00:35:35:03,5251033029316736209.xml,694,If you think Tracey can  handle it on her own.,events,,0.6767704486846924
10962,10962,00:14:38:03,00:14:39:21,5258818087037440299.xml,331,"Oh, well, maybe I'll ask Dad. ",events,,0.6767340898513794
21659,21659,00:31:29:24,00:31:34:04,5274434588125702436.xml,566,"Well, what's your plan B?  I was hoping that Callum would step up.",events,,0.6767135262489319
6275,6275,01:39:21:15,01:39:29:05,5251033029316736209.xml,1959,"If it comes out that I gave you  that, then I'd be in trouble. It won't!  I promised Whitney. ",events,,0.6766797304153442
915,915,00:50:15:14,00:50:17:11,5245830105934359183.xml,916,"Look, maybe we can give it to  someone? Who would want it, Rox?",events,,0.6766790151596069
10340,10340,01:36:26:04,01:36:29:09,5256228221757951173.xml,1629,"Let him go on his own, eh?  It's not about us, is it?",events,,0.6766785383224487
4545,4545,00:11:24:13,00:11:33:21,5251033029316736209.xml,229,"Bradley told me you're planning  to start a family. Oh, did he? Got two kids myself.  Boy and a girl.  Now, that's what I'd like.  To start with, anyway.",events,,0.6766443252563477
13514,13514,00:32:48:01,00:32:51:10,5264050645694159353.xml,665,"Oh, thanks. ",events,,0.6765888333320618
688,688,00:38:47:24,00:38:50:03,5245830105934359183.xml,689,Ian.  Ian?  That bloke wouldn't  even give me 5p let alone 500 quid.,events,,0.6765182614326477
6501,6501,01:52:18:08,01:52:23:03,5251033029316736209.xml,2185,So don't blame him.  I don't.,events,,0.6764762997627258
8894,8894,00:09:57:03,00:10:05:16,5256228221757951173.xml,183,"I've not lost it, all right?  I'm buying this stuff for us.  Yes, well, if you're quick you might  just catch that delivery man.",events,,0.6764474511146545
9659,9659,00:54:39:13,00:54:40:12,5256228221757951173.xml,948,"I know what you're thinking.  I know what I'm doing, all right.",events,,0.6764435768127441
22396,22396,01:10:54:16,01:10:56:05,5274434588125702436.xml,1303,Yes.  You'd swear to that in a court of law?,events,,0.6764014959335327
1554,1554,01:23:37:00,01:23:46:18,5245830105934359183.xml,1555,"Will you calm down.  Go and put  some slap on.  Get yourself ready. What you saying?  I don't look nice?  You look fine!  Whitney, will you tell her? ",events,,0.6763466596603394
17510,17510,01:52:32:01,01:52:33:01,5266645664934403562.xml,2079,"It's best to get it all out  in the open. Yeah, and I meant it. Did you? Course I did.",events,,0.6763038635253906
6416,6416,01:47:25:24,01:47:30:22,5251033029316736209.xml,2100,"Like a couple of zombies,  he said. I don't care. Well, I'm only saying, Stace.",events,,0.6762234568595886
16551,16551,00:58:55:02,00:59:02:16,5266645664934403562.xml,1120,"Cheer up, Stacey.  Like that nice President Obama says,  ""Yes, we can!""",events,,0.6761008501052856
4722,4722,00:20:50:05,00:20:53:05,5251033029316736209.xml,406,All snow and horse-drawn carriage. ,events,,0.676089882850647
13727,13727,00:43:28:23,00:43:33:16,5264050645694159353.xml,878,All right!  Where have you been?  Morgan? ,events,,0.6760825514793396
20486,20486,01:16:00:07,01:16:06:10,5271844722846213628.xml,1456,I don't wanna be left behind.  And you already know all of this  so let me have this.  Please.,events,,0.676014244556427
18536,18536,00:57:56:12,00:58:02:10,5269245838135402929.xml,1000,"You won't be alone.  No, look, I've got to find him. ",events,,0.6759836673736572
3626,3626,01:16:05:00,01:16:07:08,5248439298566680341.xml,1546,"And you believe that, don't ya?  I know it.",events,,0.6757799983024597
8747,8747,00:02:08:06,00:02:16:10,5256228221757951173.xml,36,"Er, what are you doing here?  Phil never said  you were staying over. Yeah, we got home  really late last night. He's really exhausted. ",events,,0.6757701635360718
2454,2454,00:20:06:02,00:20:08:21,5248439298566680341.xml,374,"But he loves me, and after  the toe rags I've had these last few years, that counts for a lot.",events,,0.6757616996765137
4856,4856,00:27:19:06,00:27:21:02,5251033029316736209.xml,540,You stupid cow!  Where'd you get it?,events,,0.6757012605667114
22378,22378,01:09:50:19,01:09:53:07,5274434588125702436.xml,1285,"Excuse me, mate, I've got another  lying relative to deal with.",events,,0.6756327748298645
5275,5275,00:49:15:13,00:49:18:07,5251033029316736209.xml,959,"There's more to this  than meets the eye. No, really.  Heather,",events,,0.6755919456481934
17590,17590,00:02:20:08,00:02:22:14,5269245838135402929.xml,54,Offered him a leg up. ,events,,0.6755105257034302
8928,8928,00:12:54:00,00:12:55:10,5256228221757951173.xml,217,I'm gonna kill it  when it's fully flowered.,events,,0.6754881143569946
6163,6163,01:33:55:17,01:34:10:03,5251033029316736209.xml,1847,"Right, well, seeing as neither of us  have got work today... What? Well, I thought we could go upstairs  for a little nap. Not now.  You've been yawning since  we got back.",events,,0.675453782081604
7107,7107,00:29:28:05,00:29:29:12,5253646087419594905.xml,498,Ow! ,events,,0.6754277348518372
2899,2899,00:43:20:08,00:43:23:09,5248439298566680341.xml,819,Ow! ,events,,0.6754277348518372
11431,11431,00:39:15:13,00:39:30:11,5258818087037440299.xml,800,"At least he made the effort, eh?  TANYA LAUGHS Yeah, but part of me wishes he  hadn't.  He's got it into his head that he's gotta look like Rambo. Ian with a bandana round his head,  toting a Kalashnikov... I can see it now!",events,,0.6754268407821655
14066,14066,01:02:53:17,01:02:55:06,5264050645694159353.xml,1217,Fine. ,events,,0.6754170060157776
8368,8368,01:37:40:24,01:37:43:23,5253646087419594905.xml,1759,Whitney?  It's Lucas Johnson. ,events,,0.6753731369972229
16636,16636,01:03:26:15,01:03:30:17,5266645664934403562.xml,1205,I've heard all sorts of ridiculous  things about you and Sean and goodness knows what else.,events,,0.6753571629524231
18010,18010,00:24:52:16,00:24:55:19,5269245838135402929.xml,474,You're supposed help me out.  Sorry.  We got a bit carried away.,events,,0.6752335429191589
521,521,00:29:59:23,00:30:01:23,5245830105934359183.xml,522,Self-obsessed idiot.  Why are you so bothered about him?,events,,0.6751896739006042
229,229,00:14:06:16,00:14:07:23,5245830105934359183.xml,230,I'll be clocking your every move. ,events,,0.6751768589019775
19868,19868,00:44:05:15,00:44:10:03,5271844722846213628.xml,838,I'm sure Max'll appreciate  everything you're doing for his kids.,events,,0.6750796437263489
3270,3270,01:00:38:06,01:00:43:10,5248439298566680341.xml,1190,"You know, I had a crush  on my best mate's mum. But Ricky over here, he saw  fit to give his 300-year-old maths teacher the eye.",events,,0.6750466227531433
5298,5298,00:50:37:06,00:50:39:01,5251033029316736209.xml,982,But they're good people.  They'd never have meant no harm.,events,,0.6749860644340515
18281,18281,00:42:47:22,00:42:56:11,5269245838135402929.xml,745,"I've done you a favour already,  Jack.  A big one. If anything, you probably owe me.  Absolutely. And I'll pay up.  Whatever you want... ",events,,0.67494136095047
5202,5202,00:44:39:21,00:44:40:20,5251033029316736209.xml,886,"I'll take it.  Lovely, Brad's gonna love you in this!",events,,0.6747725605964661
7477,7477,00:49:14:04,00:49:15:24,5253646087419594905.xml,868,And you knew straight away? ,events,,0.6747691035270691
7926,7926,01:14:29:10,01:14:31:16,5253646087419594905.xml,1317,Because you don't love me. ,events,,0.6747248768806458
12692,12692,01:49:26:02,01:49:28:20,5258818087037440299.xml,2061,"With me, or on stage? ",events,,0.6746699213981628
4959,4959,00:32:37:11,00:32:45:02,5251033029316736209.xml,643,Good girl.  I'll be waiting. ,events,,0.6745741963386536
18669,18669,01:07:03:04,01:07:07:09,5269245838135402929.xml,1133,Snap.  You're not as clever as I thought. ,events,,0.6745737195014954
5164,5164,00:42:29:05,00:42:34:00,5251033029316736209.xml,848,"What is this, Suzy?  He feels like he's been locked out of his own life.",events,,0.67436283826828
5890,5890,01:20:59:20,01:21:02:16,5251033029316736209.xml,1574,What was the name of that nutter  when we were teenagers?,events,,0.6743587851524353
17921,17921,00:19:12:19,00:19:14:18,5269245838135402929.xml,385,I am not having my wife flashing  her bits at a crowd of drunken yobs!,events,,0.6743142008781433
14467,14467,01:27:24:07,01:27:26:02,5264050645694159353.xml,1618,"A wicked, wicked...witch, ",events,,0.6743088960647583
9974,9974,01:13:24:17,01:13:28:04,5256228221757951173.xml,1263,"Yeah, why not?  Go on. ",events,,0.6742672920227051
21708,21708,00:33:40:18,00:33:42:23,5274434588125702436.xml,615,Not that she's had  it so bad down here.,events,,0.6742056012153625
8870,8870,00:08:22:17,00:08:26:24,5256228221757951173.xml,159,Bill!  Garry reckons we should get one  of them half wooden bird things that you stick on the front of ships.,events,,0.67415452003479
23036,23036,01:47:08:08,01:47:15:02,5274434588125702436.xml,1943,"I'm sure you'll rise  to the challenge, love. It is a good opportunity.  So you'll do it?  No.",events,,0.6740332245826721
13852,13852,00:50:47:18,00:50:52:11,5264050645694159353.xml,1003,"For another drink.  Like I said,  in for a penny, in for a pound.",events,,0.6739855408668518
15178,15178,02:08:54:19,02:08:56:08,5264050645694159353.xml,2329,"Well, you're not having  second thoughts, are you?",events,,0.673983097076416
13539,13539,00:33:59:04,00:34:00:15,5264050645694159353.xml,690,Ohh. ,events,,0.6739048957824707
15282,15282,02:15:32:18,02:15:34:16,5264050645694159353.xml,2433,Yeah.  Maybe you're right. ,events,,0.6738494634628296
9218,9218,00:29:56:00,00:30:11:15,5256228221757951173.xml,507,"so if you fancied meeting  for some lunch? Oh, I dunno. I've got a couple of things  to sort out at work. It's OK.  No pressure.  I didn't mean it like that.  I'll see, all right? ",events,,0.6738159656524658
3820,3820,01:26:40:13,01:26:42:04,5248439298566680341.xml,1740,"Cheer up, Abs.  Maybe Dot'll teach  you to turn the other cheek.",events,,0.6737779974937439
16344,16344,00:45:41:03,00:45:45:05,5266645664934403562.xml,913,"We were starting to think you'd  done a disappearing act. Look, is this going to take long?  Only I've got stuff to do.",events,,0.6736960411071777
21525,21525,00:24:36:04,00:24:38:15,5274434588125702436.xml,432,Does Tony know? ,events,,0.6736667156219482
7313,7313,00:40:19:00,00:40:21:12,5253646087419594905.xml,704,"If you need to speak to  your daughter in the middle of a working day,",events,,0.6736230254173279
3561,3561,01:12:59:06,01:13:02:16,5248439298566680341.xml,1481,"Funny, that.  What d'you mean? You love it,  being the centre of attention.",events,,0.6736048460006714
21096,21096,00:00:37:11,00:00:42:02,5274434588125702436.xml,3,"Oh, no, no, it's OK.  It's normal to feel disorientated  after a head injury. I'm fine, I'm fine.",events,,0.6736046075820923
809,809,00:44:36:02,00:44:41:09,5245830105934359183.xml,810,"I said I'm sorry all right, I got it  wrong...  Can we just forget it?",events,,0.6734134554862976
20862,20862,01:39:32:20,01:39:34:10,5271844722846213628.xml,1832,Just relax and put  yourself in my expert hands.,events,,0.673274040222168
3098,3098,00:51:34:00,00:51:39:17,5248439298566680341.xml,1018,"Listen, I know this is terribly  rude of me, but would you mind ever  so much if I was to go home?",events,,0.6732496619224548
236,236,00:14:38:14,00:14:40:12,5245830105934359183.xml,237,You nervous about your big date? ,events,,0.6730933785438538
18191,18191,00:36:44:11,00:36:48:00,5269245838135402929.xml,655,"Now who would do something like  that?  I do hope you catch 'em, Phil.",events,,0.673090934753418
4660,4660,00:17:26:11,00:17:28:06,5251033029316736209.xml,344,We could go back there.  Just you and me.  We'd be so happy.,events,,0.6730268597602844
21152,21152,00:03:13:18,00:03:14:08,5274434588125702436.xml,59,I was playing marbles with him  at the age of four.,events,,0.6729862689971924
454,454,00:27:15:00,00:27:17:22,5245830105934359183.xml,455,"Nice and easy, keep on the move... ",events,,0.6729664206504822
21639,21639,00:30:56:12,00:31:00:10,5274434588125702436.xml,546,You look like a ghost.  I think I preferred it when  you were bringing me grapes.,events,,0.672958493232727
5393,5393,00:55:36:04,00:55:42:20,5251033029316736209.xml,1077,So we've got about an hour.  I've been ringing you all afternoon.  Where were ya?,events,,0.6729021668434143
1904,1904,01:43:59:20,01:44:06:00,5245830105934359183.xml,1905,"Right.  Well, it's really nice to meet you. I hope it ain't been too tough.  Well, I've paid my dues.  It's over with.",events,,0.672875165939331
17883,17883,00:17:09:03,00:17:20:19,5269245838135402929.xml,347,"We'll see ourselves out.  Thanks for being so understanding earlier.  I really appreciate that. No problem.  We'll wait to hear  from you, then. Yeah.",events,,0.6728519797325134
3824,3824,01:27:12:07,01:27:14:11,5248439298566680341.xml,1744,We make it our mission to buy  ice-creams for damsels in distress.,events,,0.6728183627128601
16422,16422,00:50:28:24,00:50:30:16,5266645664934403562.xml,991,"You, me and the baby.  That's all I want.",events,,0.6728148460388184
11353,11353,00:35:17:11,00:35:37:10,5258818087037440299.xml,722,"Love in the afternoon?  It's half-eleven. Maybe he just needs time  to get used to the idea. The sooner the better.  I can't have  Dawn being spoken to like that. Why don't you both  come round the Vic later, see if we can't make a fresh start?  Do you think Jay'll be up for that? Leave him to me. You wanna watch your waistline.  You don't wanna end up like Ian. What does it matter?",events,,0.6727522015571594
21584,21584,00:27:50:24,00:28:02:04,5274434588125702436.xml,491,Cos I've been told one thing and it  don't seem to fit with anything else. Do you think you could help me?  OK.  I know me and your mum... I know things got nasty.  But I never thought I was pushing her to the edge.,events,,0.6726598739624023
5166,5166,00:42:39:07,00:42:44:04,5251033029316736209.xml,850,"He's never gonna give up, is he?  So you might as well  give him a chance. He is still the father of your  kids, and they do love him.",events,,0.6725183725357056
8143,8143,01:26:52:11,01:26:55:05,5253646087419594905.xml,1534,You didn't!  Didn't what? You really are such a flirt.,events,,0.6725110411643982
10286,10286,01:32:08:14,01:32:14:09,5256228221757951173.xml,1575,"I'll do my best for you, Jay.  It's all right, I understand. ",events,,0.6723243594169617
22351,22351,01:08:49:24,01:08:52:05,5274434588125702436.xml,1258,"How about six?  That's fine.  I've got to talk to some people, sorry.",events,,0.6723210215568542
437,437,00:25:32:13,00:25:36:18,5245830105934359183.xml,438,Keep your arm straight... ,events,,0.6722079515457153
21201,21201,00:05:11:03,00:05:12:22,5274434588125702436.xml,108,Deal. ,events,,0.6721240878105164
18600,18600,01:01:59:01,01:02:00:22,5269245838135402929.xml,1064,I don't think you are. ,events,,0.6720011830329895
3974,3974,01:34:14:08,01:34:19:09,5248439298566680341.xml,1894,"Oh, hello! ",events,,0.6718767881393433
8019,8019,01:20:50:09,01:20:57:21,5253646087419594905.xml,1410,Maybe I'm not most husbands.  And that's funny too.  Because that's exactly what I've  been thinking since you walked in.,events,,0.6717541217803955
3819,3819,01:26:29:17,01:26:40:12,5248439298566680341.xml,1739,"Where are you going?  Erm...I'm nipping over to Jane's,  for a quick drink. Ian's been doing her head in,  playing the invalid. Abi's gonna have some  quality time with Grandma.",events,,0.6717513203620911
11039,11039,00:19:11:15,00:19:24:05,5258818087037440299.xml,408,"And you're married.  With, um...  two children? Yeah.  William's nearly one.  And Janet's two.  She has Down's syndrome. ",events,,0.6717112064361572
18164,18164,00:34:56:01,00:34:58:12,5269245838135402929.xml,628,I've got an appointment booked  to discuss a business loan. Do I get a say in any of this?,events,,0.6717076301574707
10043,10043,01:17:26:03,01:17:38:12,5256228221757951173.xml,1332,"I know exactly how you feel.  It's worse for me.  It's worse here.  I mean, no-one knew him.  I mean, I talk about him  and they nod,",events,,0.6716477274894714
21559,21559,00:25:58:22,00:26:12:00,5274434588125702436.xml,466,"Oh, no, this is serious.  Bill can't make it, that's  why he had the motor dropped off. His work won't let him  take the holiday. So? Only takes one to drive a car.",events,,0.6712939143180847
2803,2803,00:37:54:04,00:37:57:19,5248439298566680341.xml,723,I thought it would be a lovely  excuse to get Honey and the kids along.,events,,0.671206533908844
18512,18512,00:56:20:06,00:56:23:20,5269245838135402929.xml,976,"Well, you know me.  I'm a persuasive man.",events,,0.671181857585907
8208,8208,01:30:22:22,01:30:25:01,5253646087419594905.xml,1599,Do you want me to see if  I can get through to her?,events,,0.6711654663085938
7020,7020,00:24:34:19,00:24:35:13,5253646087419594905.xml,411,you can thank yourself. ,events,,0.6709720492362976
14386,14386,01:22:13:10,01:22:17:01,5264050645694159353.xml,1537,Now...bus fare. ,events,,0.6709527969360352
19142,19142,00:05:50:22,00:05:52:17,5271844722846213628.xml,112,Or have you inhaled  too much hair lacquer?,events,,0.6709051728248596
252,252,00:15:27:12,00:15:31:03,5245830105934359183.xml,253,I think he's a cocky prat. ,events,,0.6708911657333374
11443,11443,00:40:17:08,00:40:17:21,5258818087037440299.xml,812,No!  Are you serious?! ,events,,0.6708882451057434
15312,15312,02:17:49:01,02:17:52:02,5264050645694159353.xml,2463,Is there any sign of brain damage?  I'm afraid it's impossible  to say until he wakes up.,events,,0.670852541923523
4500,4500,00:08:46:20,00:08:50:03,5251033029316736209.xml,184,"This is the mildest curry  in our range, Mrs Branning. Can you afford not to try it?",events,,0.6708484292030334
7479,7479,00:49:17:16,00:49:20:17,5253646087419594905.xml,870,And I've seen the way  you still look at her.,events,,0.6708301305770874
11536,11536,00:44:39:01,00:44:42:23,5258818087037440299.xml,905,"Well, whatever it is  you're doing, he wouldn't like it.",events,,0.6708221435546875
4820,4820,00:25:46:16,00:25:47:22,5251033029316736209.xml,504,We'll have our own place soon. ,events,,0.6707323789596558
8382,8382,01:38:30:19,01:38:38:20,5253646087419594905.xml,1773,Did you mean all that?  What?  That I really am a friend?,events,,0.6707175374031067
7747,7747,01:03:36:00,01:03:43:14,5253646087419594905.xml,1138,"And how do you think  that makes me feel, Dad? Callum thought this was my idea.  Thought I needed my dad to keep other blokes away from my wife.",events,,0.6707010865211487
64,64,00:04:01:10,00:04:03:20,5245830105934359183.xml,65,Do you think it's  gonna be a girl or a boy?,events,,0.6704970002174377
12124,12124,01:14:34:16,01:14:36:03,5258818087037440299.xml,1493,"Good.  And, Sean...",events,,0.6704311966896057
7221,7221,00:34:45:16,00:34:48:09,5253646087419594905.xml,612,and I want all four of my kids  in the wedding party.,events,,0.6704282164573669
11024,11024,00:17:56:15,00:18:22:00,5258818087037440299.xml,393,"Hmm?  And you're right, of course.  I didn't believe  I still had a picture, but... I was down at Weymouth  at the weekend, having a clear-out. Amazing what you can find  at the back of a drawer. You sure?  Sentimental value?  Oh, well, if you don't want her,  I suppose we need to see if we can't find her a good home, hey?",events,,0.670400083065033
18755,18755,01:11:07:08,01:11:16:09,5269245838135402929.xml,1219,"Yes.  You could do that...  splurge gun. Absolutely, why not?  A splurge gun it is.  It's not a  problem, now get out of my kitchen.",events,,0.6703550815582275
9095,9095,00:22:06:04,00:22:07:04,5256228221757951173.xml,384,"Oh, yeah(!) You're unrecognisable  from the old Peggy.",events,,0.6703009009361267
15266,15266,02:14:34:19,02:14:40:05,5264050645694159353.xml,2417,Or he don't feel  the same way about me. No!  Then he wouldn't be here.  He's not in prison any more. ,events,,0.6702963709831238
22248,22248,01:04:45:21,01:04:51:04,5274434588125702436.xml,1155,You really wanna get that  bathroom lock in the flat fixed.,events,,0.6702572107315063
22469,22469,01:15:43:23,01:15:48:09,5274434588125702436.xml,1376,"Yeah, like we always do. ",events,,0.6701958775520325
11094,11094,00:21:54:20,00:21:56:01,5258818087037440299.xml,463,Did you cook this up with HIM? ,events,,0.6701531410217285
10367,10367,01:38:12:07,01:38:21:14,5256228221757951173.xml,1656,"You met at a school reunion?  They say that it's a common place to find love. Actually, it was  pretty disappointing. Everybody's just the same  just a whole lot...older.",events,,0.6700977683067322
3712,3712,01:20:22:10,01:20:24:24,5248439298566680341.xml,1632,than happy to pay you exactly  the same as I would've paid him.,events,,0.6700398921966553
7348,7348,00:42:22:11,00:42:30:10,5253646087419594905.xml,739,"Well, either because they haven't  made any friends since, or they're desperate to prove  themselves to the people that never liked them. And which one are you?",events,,0.6700326800346375
19739,19739,00:36:51:23,00:36:57:17,5271844722846213628.xml,709,"I'm 17, Vin.  I looked in the mirror this morning.  Know what I saw?",events,,0.669959306716919
9673,9673,00:55:17:22,00:55:26:18,5256228221757951173.xml,962,"I haven't got much choice.  Rosie and Keith'll look after her. They enjoy it. If you want to get your head together  for a couple of days, that's fine.",events,,0.6698954701423645
17040,17040,01:27:11:18,01:27:18:10,5266645664934403562.xml,1609,"Really?  For sticking to your guns.  Wanting to fund things yourselves.  Cos frankly, nowadays,  most kids would've bitten my arm off.",events,,0.6698803901672363
11690,11690,00:53:56:04,00:53:59:07,5258818087037440299.xml,1059,"Dad, you're embarrassing me.  Please.  Well, that's what dads are for, innit, Lauren?",events,,0.6698154807090759
13275,13275,00:21:04:10,00:21:07:08,5264050645694159353.xml,426,"No, I thought not.  See, cos you can do anything, Libs.  Not this.",events,,0.6697876453399658
10883,10883,00:11:09:21,00:11:10:24,5258818087037440299.xml,252,I can't just go poking around in  someone's computer... I told you he might not. But it's an emergency.,events,,0.6697856187820435
21571,21571,00:26:52:02,00:26:55:20,5274434588125702436.xml,478,"No, I don't know why, Lauren.  That's  why I'm asking you. You do know. You told Peter to dump me.",events,,0.6697456240653992
22130,22130,00:57:36:02,00:57:39:15,5274434588125702436.xml,1037,Want some juice?  Go on.  Good boy! ,events,,0.6697235703468323
12483,12483,01:37:34:23,01:37:36:23,5258818087037440299.xml,1852,"Tamwar is a sensible boy.  When he gets home,",events,,0.669711709022522
2548,2548,00:24:33:10,00:24:36:20,5248439298566680341.xml,468,"Where'd you get that?  You're getting it back, so what's the problem?",events,,0.6696542501449585
12165,12165,01:16:47:01,01:16:49:16,5258818087037440299.xml,1534,"Well, we better  take a look at you then.",events,,0.6695508360862732
793,793,00:44:09:03,00:44:10:05,5245830105934359183.xml,794,"You and Callum?  No, Ian, I'm lying.",events,,0.6695486903190613
20465,20465,01:14:59:07,01:15:06:02,5271844722846213628.xml,1435,"That's it, you.  You go to sleep. ",events,,0.6693549156188965
23058,23058,01:49:09:19,01:49:13:15,5274434588125702436.xml,1965,"Don't flatter yourself,  cos you're not that good.",events,,0.6693446636199951
8401,8401,01:40:37:19,01:40:44:22,5253646087419594905.xml,1792,Is everything all right?  What she say?  Not a lot.,events,,0.66926109790802
6818,6818,00:12:38:12,00:12:53:19,5253646087419594905.xml,209,"Ronnie.  What do you want? Listen, I'm so sorry about earlier,  but your dad... No, it's all right.  Forget about it. I...  I found this  when I was emptying the bins. It was already open.  That wasn't me. ",events,,0.6692295670509338
20827,20827,01:36:47:14,01:37:10:16,5271844722846213628.xml,1797,"Love...  Don't.  Please.  I just wanted to... It doesn't matter, Mum.  Really.  It just doesn't matter. ",events,,0.6691539287567139
7312,7312,00:40:13:20,00:40:18:24,5253646087419594905.xml,703,Hello.  Thank you. ,events,,0.6690657734870911
8022,8022,01:21:04:22,01:21:10:08,5253646087419594905.xml,1413,"So, as well as being my husband,  you're now a property magnate?",events,,0.6689419746398926
14081,14081,01:05:02:11,01:05:04:02,5264050645694159353.xml,1232,"So if Oscar wakes up, just give me  a call on my mobile, all right?  OK.",events,,0.6688237190246582
22185,22185,01:00:33:17,01:00:35:05,5274434588125702436.xml,1092,"Don't be angry.  It's all arranged  for tonight now. Well, just unarrange it.",events,,0.6687241196632385
10312,10312,01:33:30:00,01:33:34:16,5256228221757951173.xml,1601,and not fire me as  matron of honour?,events,,0.6686921715736389
11555,11555,00:45:36:04,00:45:38:10,5258818087037440299.xml,924,"All right, Mum? ",events,,0.6686756610870361
12410,12410,01:32:42:05,01:32:46:06,5258818087037440299.xml,1779,Rox!  Roxy are you OK? ,events,,0.668447732925415
899,899,00:49:38:13,00:49:40:15,5245830105934359183.xml,900,"I weren't to know, was I?  No.",events,,0.6683793663978577
2389,2389,00:16:41:01,00:16:44:17,5248439298566680341.xml,309,"All right, you're right.  Tiff's just gonna have to lump it.",events,,0.6682316660881042
11607,11607,00:48:43:24,00:48:58:18,5258818087037440299.xml,976,"Just make sure it stays that way.  So just cos things don't go your  way, you wash your hands of your responsibilities, do you? Dot, you make it sound like I  ain't tried.  And I have.  I've tried. Then you must try a bit harder.  Cos  that's what parents are for. Sorry. Nothing I can do. ",events,,0.6682046055793762
20288,20288,01:06:05:22,01:06:07:16,5271844722846213628.xml,1258,Do you want to get your hand off me? ,events,,0.6681804060935974
