,begin,end,filename,shot_id,transcript
7594,01:43:23:01,01:43:24:14,5308226531817199474.xml,1548,Psssst!  What?
7595,01:43:24:15,01:43:28:11,5308226531817199474.xml,1549,Fill us up.  I can't.  He's watching. 
7596,01:43:28:12,01:43:29:02,5308226531817199474.xml,1550,
7597,01:43:29:03,01:43:30:03,5308226531817199474.xml,1551,Ricky!  See?
7598,01:43:30:04,01:43:33:05,5308226531817199474.xml,1552,
7599,01:43:33:06,01:43:40:07,5308226531817199474.xml,1553,"Yes, darling?  Hey, look. The kids are really tired. I don't see why we can't  just put 'em to bed. Because I want  to say goodnight to them."
7600,01:43:40:08,01:43:43:20,5308226531817199474.xml,1554,"I'll be up in a minute.  Who's that? Reginald Spruce, Deputy Mayor. "
7601,01:43:43:21,01:43:54:02,5308226531817199474.xml,1555,"Now, are you gonna babysit or not?  Cos if you can't manage,  just say so. Give us a chip, Tan,  will you, I'm starvin'. Can't hand 'em out over there,  Jane'll be stuck at the fryer all night! Is that what she's doing?"
7602,01:43:54:03,01:43:57:18,5308226531817199474.xml,1556,
7603,01:43:57:19,01:44:09:07,5308226531817199474.xml,1557,"Yeah.  Meanwhile, Ian is celebrating with her brother. I told you, didn't I?  What you talking about? Hi, Janine Butcher.  I run the local car showroom and executive taxi business."
7604,01:44:09:08,01:44:13:05,5308226531817199474.xml,1558,"No, Ian's not gay!  Christian  was probably just checking him out."
7605,01:44:13:06,01:44:16:05,5308226531817199474.xml,1559,"He was doing more than that,  from what I could see! No."
7606,01:44:16:06,01:44:25:03,5308226531817199474.xml,1560,"He was just worried about his...  Promise to keep this quiet,  all right?"
7607,01:44:25:04,01:44:31:23,5308226531817199474.xml,1561,Mo!  I don't like it over here.  That bloke kept looking down my top.
7608,01:44:31:24,01:44:35:19,5308226531817199474.xml,1562,"Hand me your drink, go and get  a couple more bottles of wine on your way back."
7609,01:44:35:20,01:44:37:01,5308226531817199474.xml,1563,
7610,01:44:37:02,01:44:37:20,5308226531817199474.xml,1564,
7611,01:44:37:21,01:44:38:04,5308226531817199474.xml,1565,
7612,01:44:38:05,01:44:39:09,5308226531817199474.xml,1566,That's smuggling.  Fascist!
7613,01:44:39:10,01:44:39:20,5308226531817199474.xml,1567,
7614,01:44:39:21,01:44:43:22,5308226531817199474.xml,1568,Go on. 
7615,01:44:43:23,01:44:44:20,5308226531817199474.xml,1569,
7616,01:44:44:21,01:44:45:06,5308226531817199474.xml,1570,
7617,01:44:45:07,01:44:46:03,5308226531817199474.xml,1571,
7618,01:44:46:04,01:44:49:02,5308226531817199474.xml,1572,
7619,01:44:49:03,01:44:56:12,5308226531817199474.xml,1573,Patrick seen it?  No.  Just my dad. What did he say?  That it's a misunderstanding.
7620,01:44:56:13,01:45:05:15,5308226531817199474.xml,1574,"Patrick weren't involved.  Well, that's probably true. But that's exactly the kind  of thing we should be documenting. Corruption, racism,  miscarriages of justice..."
7621,01:45:05:16,01:45:08:11,5308226531817199474.xml,1575,"Sorry.  Don't apologise.  No, I get carried away, forget not everyone's interested in this stuff."
7622,01:45:08:12,01:45:11:10,5308226531817199474.xml,1576,
7623,01:45:11:11,01:45:13:02,5308226531817199474.xml,1577,
7624,01:45:13:03,01:45:26:23,5308226531817199474.xml,1578,"Well, I am.  People like Patrick  witnessed all of this. Don't like to look back because it's  hard, but they got a duty to us. Young black people,  angry and frustrated because we don't see where we fit."
7625,01:45:26:24,01:45:33:17,5308226531817199474.xml,1579,Plant can't grow  if it ain't got roots. Told you I get carried away. 
7626,01:45:33:18,01:45:39:21,5308226531817199474.xml,1580,What?  Nothing. It's just...I've never met  anyone like you.
7627,01:45:39:22,01:45:41:23,5308226531817199474.xml,1581,
7628,01:45:41:24,01:45:45:01,5308226531817199474.xml,1582,
7629,01:45:45:02,01:45:55:23,5308226531817199474.xml,1583,"Ricky, can you hurry up with...  don't spill it...hurry up with the fizz? I want to get it out  before the cake comes out. Keep the label covered over. "
7630,01:45:55:24,01:45:57:18,5308226531817199474.xml,1584,"I want them to think  it's champagne, yeah?"
7631,01:45:57:19,01:46:01:03,5308226531817199474.xml,1585,
7632,01:46:01:04,01:46:06:21,5308226531817199474.xml,1586,What are you doing?  We have thrown off the yolk of our capitalist oppressors.
7633,01:46:06:22,01:46:10:19,5308226531817199474.xml,1587,And leapt across the class divide.  It's theft.  Go on. 
7634,01:46:10:20,01:46:13:19,5308226531817199474.xml,1588,You got something on your backside.  What?
7635,01:46:13:20,01:46:19:12,5308226531817199474.xml,1589,"Oh, no, it's just  a trick of the light."
7636,01:46:19:13,01:46:23:06,5308226531817199474.xml,1590,"Phil, can I have the cake?  How about a please?"
7637,01:46:23:07,01:46:25:09,5308226531817199474.xml,1591,"I mean, don't cost anything  to say please and tattoo. What?"
7638,01:46:25:10,01:46:27:21,5308226531817199474.xml,1592,
7639,01:46:27:22,01:46:30:22,5308226531817199474.xml,1593,Please and thank you. 
7640,01:46:30:23,01:46:31:09,5308226531817199474.xml,1594,Please? 
7641,01:46:31:10,01:46:36:05,5308226531817199474.xml,1595,
7642,01:46:36:06,01:46:37:06,5308226531817199474.xml,1596,Am I in time for the cake? 
7643,01:46:37:07,01:46:38:00,5308226531817199474.xml,1597,
7644,01:46:38:01,01:46:52:01,5308226531817199474.xml,1598,"They know.  They all know.  Know what? About the tattoo!  They know everything! They even know where it is! It's you, isn't it?  Big mouth,  gobbin' off everywhere. Excuse me? Even Mitchell knows. I've said nothing.  It's only you two that know, so one of you must have said something."
7645,01:46:52:02,01:46:55:17,5308226531817199474.xml,1599,
7646,01:46:55:18,01:47:07:12,5308226531817199474.xml,1600,"I might've told Tanya.  Right, that is it!  She is fired! We're not paying her, Ian.  Well, in that case, I forbid you from seeing her...ever again!"
7647,01:47:07:13,01:47:09:03,5308226531817199474.xml,1601,
7648,01:47:09:04,01:47:11:00,5308226531817199474.xml,1602,"Oh, just the gentleman  I want to see."
7649,01:47:11:01,01:47:12:05,5308226531817199474.xml,1603,
7650,01:47:12:06,01:47:13:10,5308226531817199474.xml,1604,"Now, what I would like is a picture  taken of my two grand-children."
7651,01:47:13:11,01:47:15:01,5308226531817199474.xml,1605,
7652,01:47:15:02,01:47:16:10,5308226531817199474.xml,1606,
7653,01:47:16:11,01:47:20:13,5308226531817199474.xml,1607,"Now, they're coming round right... "
7654,01:47:20:14,01:47:20:24,5308226531817199474.xml,1608,
7655,01:47:21:00,01:47:22:17,5308226531817199474.xml,1609,
7656,01:47:22:18,01:47:24:22,5308226531817199474.xml,1610,
7657,01:47:24:23,01:47:26:20,5308226531817199474.xml,1611,
7658,01:47:26:21,01:47:29:23,5308226531817199474.xml,1612,
7659,01:47:29:24,01:47:36:04,5308226531817199474.xml,1613,"I've just been talking  to that bloke over there. Gerry Machin,  Councillor for Commerce. Really?  He reckons you've got  ""Walford"" tattooed on your rump."
7660,01:47:36:05,01:47:37:19,5308226531817199474.xml,1614,
7661,01:47:37:20,01:47:41:17,5308226531817199474.xml,1615,"And the other bloke, he's got  fifty quid on it being any sort of Asian lettering. Oh, what?"
7662,01:47:41:18,01:47:44:07,5308226531817199474.xml,1616,
7663,01:47:44:08,01:47:47:01,5308226531817199474.xml,1617,"They're all laying bets, Ian.  Big money.  I'd watch your back, if I was you."
7664,01:47:47:02,01:47:49:24,5308226531817199474.xml,1618,
7665,01:47:50:00,01:47:50:12,5308226531817199474.xml,1619,
7666,01:47:50:13,01:47:50:15,5308226531817199474.xml,1620,
7667,01:47:50:16,01:47:53:24,5308226531817199474.xml,1621,
7668,01:47:54:00,01:47:54:22,5308226531817199474.xml,1622,
7669,01:47:54:23,01:47:56:08,5308226531817199474.xml,1623,
7670,01:47:56:09,01:47:59:20,5308226531817199474.xml,1624,Excuse me!  What are you doing?
7671,01:47:59:21,01:48:02:02,5308226531817199474.xml,1625,
7672,01:48:02:03,01:48:10:13,5308226531817199474.xml,1626,"I'm chucking you out.  Because? I know what you're doing.  What I'm doing?  You're the one using kids to shore your campaign, you media tart."
7673,01:48:10:14,01:48:13:21,5308226531817199474.xml,1627,"Tart?  D'you know, she used to be  a prostitute?"
7674,01:48:13:22,01:48:16:02,5308226531817199474.xml,1628,
7675,01:48:16:03,01:48:21:03,5308226531817199474.xml,1629,"I think she'd come out of retirement  if the price was right. Oi, oi, oi! Out!  Let go of me!  I haven't done anything wrong!"
7676,01:48:21:04,01:48:22:24,5308226531817199474.xml,1630,
7677,01:48:23:00,01:48:24:16,5308226531817199474.xml,1631,"You weren't invited,  and you ain't wanted."
7678,01:48:24:17,01:48:34:15,5308226531817199474.xml,1632,"So hop it, before I put you  over my knee. You don't tell me what to do!  To be honest Janine, after some  of the strokes you've pulled, I can't be bothered."
7679,01:48:34:16,01:48:36:07,5308226531817199474.xml,1633,
7680,01:48:36:08,01:48:39:20,5308226531817199474.xml,1634,I wash my hands of you. 
7681,01:48:39:21,01:48:45:05,5308226531817199474.xml,1635,
7682,01:48:45:06,01:48:47:03,5308226531817199474.xml,1636,
7683,01:48:47:04,01:48:51:24,5308226531817199474.xml,1637,"Oh, what, have you come  to attack me as well? No.  I've resigned."
7684,01:48:52:00,01:48:54:04,5308226531817199474.xml,1638,
7685,01:48:54:05,01:48:59:08,5308226531817199474.xml,1639,Thanks. 
7686,01:48:59:09,01:49:00:09,5308226531817199474.xml,1640,
7687,01:49:00:10,01:49:01:08,5308226531817199474.xml,1641,Work for me.  I told you. Please?
7688,01:49:01:09,01:49:11:13,5308226531817199474.xml,1642,"Darren, he'd report to me, right? "
7689,01:49:11:14,01:49:21:05,5308226531817199474.xml,1643,
7690,01:49:21:06,01:49:22:24,5308226531817199474.xml,1644,Jane! 
7691,01:49:23:00,01:49:25:19,5308226531817199474.xml,1645,All together... 
7692,01:49:25:20,01:49:30:14,5308226531817199474.xml,1646,# Happy birthday...  # Happy birthday... 
7693,01:49:30:15,01:49:35:17,5308226531817199474.xml,1647,"# Happy birthday, dear Ian "
7694,01:49:35:18,01:49:38:00,5308226531817199474.xml,1648,
7695,01:49:38:01,01:49:39:09,5308226531817199474.xml,1649,# Happy birthday...  # 
7696,01:49:39:10,01:49:42:10,5308226531817199474.xml,1650,"Go on, blow them out. "
7697,01:49:42:11,01:49:43:04,5308226531817199474.xml,1651,
7698,01:49:43:05,01:49:44:10,5308226531817199474.xml,1652,
7699,01:49:44:11,01:49:51:19,5308226531817199474.xml,1653,"I'd just like to thank you, uh,  to thank you all for coming at such short notice."
7700,01:49:51:20,01:49:52:23,5308226531817199474.xml,1654,"I know you all have  very, very busy lives."
7701,01:49:52:24,01:49:57:22,5308226531817199474.xml,1655,"But I'd just like to take this  opportunity to reflect on what I've learnt over the last 40 years,"
7702,01:49:57:23,01:50:02:00,5308226531817199474.xml,1656,and maybe find some way  of moving Walford forward in these troubled times.
7703,01:50:02:01,01:50:27:03,5308226531817199474.xml,1657,"That's all well and good,  but what's on your backside? Come on!!  Excuse me? Come on, Ian, everyone's got money on this. Just give us a quick look and we  can all go home, can't we? It's... just a small character.  I mean, it was a mistake,  it was a regrettable mistake. Anyway, in this...  Tat-too!  Tat-too! Tat-too!  Tat-too!  Tat-too!  No, just a moment... "
7704,01:50:27:04,01:50:28:11,5308226531817199474.xml,1658,
7705,01:50:28:12,01:50:30:16,5308226531817199474.xml,1659,TAT-TOO!  TAT-TOO!  TAT-TOO!  You want to see it?  Is that it?  All right!
7706,01:50:30:17,01:50:31:24,5308226531817199474.xml,1660,
7707,01:50:32:00,01:50:32:24,5308226531817199474.xml,1661,
7708,01:50:33:00,01:50:33:12,5308226531817199474.xml,1662,"Look, see? "
7709,01:50:33:13,01:50:35:00,5308226531817199474.xml,1663,
7710,01:50:35:01,01:50:35:06,5308226531817199474.xml,1664,
7711,01:50:35:07,01:50:35:19,5308226531817199474.xml,1665,
7712,01:50:35:20,01:50:43:11,5308226531817199474.xml,1666,See that?  It's just a little devil!  It's a little cheeky devil! 
7713,01:50:43:12,01:50:45:07,5308226531817199474.xml,1667,Does that answer your question now?  You all satisfied?
7714,01:50:45:08,01:50:46:06,5308226531817199474.xml,1668,
7715,01:50:46:07,01:50:47:12,5308226531817199474.xml,1669,
7716,01:50:47:13,01:50:47:15,5308226531817199474.xml,1670,
7717,01:50:47:16,01:50:49:18,5308226531817199474.xml,1671,
7718,01:50:49:19,01:50:51:24,5308226531817199474.xml,1672,
7719,01:50:52:00,01:50:54:12,5308226531817199474.xml,1673,"It's half an hour, that's all.  I don't owe that boy anything."
7720,01:50:54:13,01:50:57:20,5308226531817199474.xml,1674,You have a duty.  Duty? Yeah.  To tell your story.
7721,01:50:57:21,01:51:04:14,5308226531817199474.xml,1675,"So people know what really happened,  you know, where they came from."
7722,01:51:04:15,01:51:11:03,5308226531817199474.xml,1676,Their roots.  Chelsea.  My story is my story. 
7723,01:51:11:04,01:51:13:10,5308226531817199474.xml,1677,
7724,01:51:13:11,01:51:18:18,5308226531817199474.xml,1678,"Please, Patrick.  I really like him.  Look, Chelsea.  If he really likes you,  he'll see you again anyway, whatever Patrick says."
7725,01:51:18:19,01:51:25:24,5308226531817199474.xml,1679,"Yeah, maybe, but...  Please? "
7726,01:51:26:00,01:51:28:08,5308226531817199474.xml,1680,"Half an hour, all right?  Oh, thank you. Got Theo's number?"
7727,01:51:28:09,01:51:30:07,5308226531817199474.xml,1681,
7728,01:51:30:08,01:51:33:12,5308226531817199474.xml,1682,"I'll call him, let him know.  Why?  Give me an excuse to lay down the ground rules about dating my daughter."
7729,01:51:33:13,01:51:36:07,5308226531817199474.xml,1683,
7730,01:51:36:08,01:51:38:21,5308226531817199474.xml,1684,
7731,01:51:38:22,01:51:42:14,5308226531817199474.xml,1685,"Well, don't muck this up, Dad. "
7732,01:51:42:15,01:51:44:05,5308226531817199474.xml,1686,
7733,01:51:44:06,01:51:48:20,5308226531817199474.xml,1687,"You don't need to worry  about the boy, all right?"
7734,01:51:48:21,01:52:08:18,5308226531817199474.xml,1688,I got this covered.  It wasn't that bad.  My 40th birthday...  a chance to mingle with the great and  good of Walford...and what do I do?
7735,01:52:08:19,01:52:12:08,5308226531817199474.xml,1689,"Bare me bum,  show 'em me tramp stamp!"
7736,01:52:12:09,01:52:17:00,5308226531817199474.xml,1690,"I'm sorry, Ian,  it was quite funny..."
7737,01:52:17:01,01:52:19:19,5308226531817199474.xml,1691,
7738,01:52:19:20,01:52:25:20,5308226531817199474.xml,1692,I was aiming for dignified...  statesmanlike...
7739,01:52:25:21,01:52:27:23,5308226531817199474.xml,1693,
7740,01:52:27:24,01:52:32:12,5308226531817199474.xml,1694,D'you know what?  I don't care if  every person in that room thought I was a complete idiot.
7741,01:52:32:13,01:52:35:22,5308226531817199474.xml,1695,As long as you don't. 
7742,01:52:35:23,01:52:36:00,5308226531817199474.xml,1696,
7743,01:52:36:01,01:52:37:07,5308226531817199474.xml,1697,
7744,01:52:37:08,01:52:40:20,5308226531817199474.xml,1698,Not a complete idiot.  No?
7745,01:52:40:21,01:52:51:18,5308226531817199474.xml,1699,
7746,01:52:51:19,01:52:54:24,5308226531817199474.xml,1700,
7747,01:52:55:00,01:53:01:21,5308226531817199474.xml,1701,And it is still your birthday...  ..you cheeky devil. 
7748,01:53:01:22,01:53:14:12,5308226531817199474.xml,1702,
7749,01:53:14:13,01:53:24:05,5308226531817199474.xml,1703,"Don't worry, Frank.  I'll keep an eye on her.  Sorry!  It's only me, Dot. "
7750,01:53:24:06,01:53:25:21,5308226531817199474.xml,1704,
7751,01:53:25:22,01:53:29:08,5308226531817199474.xml,1705,
7752,01:53:29:09,01:53:30:06,5308226531817199474.xml,1706,
7753,01:53:30:07,01:53:32:08,5308226531817199474.xml,1707,
7754,01:53:32:09,01:53:33:02,5308226531817199474.xml,1708,
7755,01:53:33:03,01:53:33:10,5308226531817199474.xml,1709,
7756,01:53:33:11,01:53:35:24,5308226531817199474.xml,1710,
7757,01:53:36:00,01:53:39:02,5308226531817199474.xml,1711,
7758,01:53:39:03,01:53:42:22,5308226531817199474.xml,1712,Forgot me book. 
7759,01:53:42:23,01:53:43:20,5308226531817199474.xml,1713,
7760,01:53:43:21,01:53:47:08,5308226531817199474.xml,1714,
7761,01:53:47:09,01:53:51:00,5308226531817199474.xml,1715,
7762,01:53:51:01,01:53:52:06,5308226531817199474.xml,1716,
7763,01:53:52:07,01:53:53:17,5308226531817199474.xml,1717,Ta. 
7764,01:53:53:18,01:53:54:22,5308226531817199474.xml,1718,
7765,01:53:54:23,01:53:56:05,5308226531817199474.xml,1719,
7766,01:53:56:06,01:54:00:22,5308226531817199474.xml,1720,
7767,01:54:00:23,01:54:02:08,5308226531817199474.xml,1721,
7768,01:54:02:09,01:54:04:04,5308226531817199474.xml,1722,
7769,01:54:04:05,01:54:05:06,5308226531817199474.xml,1723,
7770,01:54:05:07,01:54:10:13,5308226531817199474.xml,1724,How the hell did you get in here? 
7771,01:54:10:14,01:54:12:23,5308226531817199474.xml,1725,
7772,01:54:12:24,01:54:14:16,5308226531817199474.xml,1726,"This was my home long before  it was yours, remember?"
7773,01:54:14:17,01:54:17:16,5308226531817199474.xml,1727,And it will be again. 
7774,01:54:17:17,01:54:19:14,5308226531817199474.xml,1728,
7775,01:54:19:15,01:54:22:23,5308226531817199474.xml,1729,"Oh, get out.  I'm gonna claw back the family silver, Peggy."
7776,01:54:22:24,01:54:23:22,5308226531817199474.xml,1730,
7777,01:54:23:23,01:54:29:09,5308226531817199474.xml,1731,Piece... 
7778,01:54:29:10,01:54:31:12,5308226531817199474.xml,1732,by...piece. 
7779,01:54:31:13,01:54:32:04,5308226531817199474.xml,1733,
7780,01:54:32:05,01:54:33:16,5308226531817199474.xml,1734,
7781,01:54:33:17,01:54:34:05,5308226531817199474.xml,1735,
7782,01:54:34:06,01:54:39:03,5308226531817199474.xml,1736,I'll let myself out. 
7783,01:54:39:04,01:54:46:07,5308226531817199474.xml,1737,
7784,01:54:46:08,01:55:30:06,5308226531817199474.xml,1738,Subtitles by Red Bee Media Ltd  E-mail - subtitling@bbc.co.uk 
7785,01:55:30:07,01:55:31:12,5308226531817199474.xml,1739,
7786,01:55:31:13,01:55:32:23,5308226531817199474.xml,1740,
7787,01:55:32:24,01:55:33:15,5308226531817199474.xml,1741,
7788,01:55:33:16,01:55:34:11,5308226531817199474.xml,1742,I need you to be clear  about what I'm suggesting.
7789,01:55:34:12,01:55:35:10,5308226531817199474.xml,1743,
7790,01:55:35:11,01:55:36:13,5308226531817199474.xml,1744,Are you having an affair? 
7791,01:55:36:14,01:55:37:16,5308226531817199474.xml,1745,
7792,01:55:37:17,01:55:38:23,5308226531817199474.xml,1746,"Mark doesn't manage without me,  Jessica.  On any level."
7793,01:55:38:24,01:55:40:01,5308226531817199474.xml,1747,
7794,01:55:40:02,01:55:41:02,5308226531817199474.xml,1748,
7795,01:55:41:03,01:55:41:21,5308226531817199474.xml,1749,
7796,01:55:41:22,01:55:42:18,5308226531817199474.xml,1750,Are you seeing someone? 
7797,01:55:42:19,01:55:43:14,5308226531817199474.xml,1751,
7798,01:55:43:15,01:55:44:18,5308226531817199474.xml,1752,
7799,01:55:44:19,01:55:50:07,5308226531817199474.xml,1753,
7800,01:55:50:08,01:55:53:13,5308226531817199474.xml,1754,
7801,01:55:53:14,01:55:56:20,5308226531817199474.xml,1755,
7802,01:55:56:21,01:55:59:19,5308226531817199474.xml,1756,
7803,01:55:59:20,01:56:01:17,5308226531817199474.xml,1757,
7804,01:56:01:18,01:56:03:05,5308226531817199474.xml,1758,
7805,01:56:03:06,01:56:04:04,5308226531817199474.xml,1759,
7806,01:56:04:05,01:56:05:07,5308226531817199474.xml,1760,
7807,01:56:05:08,01:56:06:02,5308226531817199474.xml,1761,
7808,01:56:06:03,01:56:06:23,5308226531817199474.xml,1762,
7809,01:56:06:24,01:56:07:12,5308226531817199474.xml,1763,
7810,01:56:07:13,01:56:08:09,5308226531817199474.xml,1764,
7811,01:56:08:10,01:56:09:17,5308226531817199474.xml,1765,
7812,01:56:09:18,01:56:12:23,5308226531817199474.xml,1766,
7813,01:56:12:24,01:56:14:02,5308226531817199474.xml,1767,
7814,01:56:14:03,01:56:14:19,5308226531817199474.xml,1768,
7815,01:56:14:20,01:56:16:00,5308226531817199474.xml,1769,
7816,01:56:16:01,01:56:16:14,5308226531817199474.xml,1770,
7817,01:56:16:15,01:56:20:06,5308226531817199474.xml,1771,
7818,01:56:20:07,01:56:21:10,5308226531817199474.xml,1772,
7819,01:56:21:11,01:56:22:24,5308226531817199474.xml,1773,
7820,01:56:23:00,01:56:25:13,5308226531817199474.xml,1774,
7821,01:56:25:14,01:56:26:20,5308226531817199474.xml,1775,
7822,01:56:26:21,01:56:27:20,5308226531817199474.xml,1776,
7823,01:56:27:21,01:56:28:24,5308226531817199474.xml,1777,
7824,01:56:29:00,01:56:32:14,5308226531817199474.xml,1778,
7825,01:56:32:15,01:56:33:07,5308226531817199474.xml,1779,
7826,01:56:33:08,01:56:38:06,5308226531817199474.xml,1780,
7827,01:56:38:07,01:56:38:22,5308226531817199474.xml,1781,
7828,00:00:00:00,00:00:18:02,5310822839547632763.xml,1,
7829,00:00:18:03,00:00:19:14,5310822839547632763.xml,2,
7830,00:00:19:15,00:00:21:03,5310822839547632763.xml,3,
7831,00:00:21:04,00:00:22:21,5310822839547632763.xml,4,
7832,00:00:22:22,00:00:23:24,5310822839547632763.xml,5,
7833,00:00:24:00,00:00:25:04,5310822839547632763.xml,6,
7834,00:00:25:05,00:00:27:06,5310822839547632763.xml,7,
7835,00:00:27:07,00:00:39:24,5310822839547632763.xml,8,
7836,00:00:40:00,00:00:41:17,5310822839547632763.xml,9,
7837,00:00:41:18,00:00:47:09,5310822839547632763.xml,10,"Stacey, have you seen my cab keys?"
7838,00:00:47:10,00:00:48:17,5310822839547632763.xml,11,"No, sorry. "
7839,00:00:48:18,00:00:50:22,5310822839547632763.xml,12,"Oh, dear. "
7840,00:00:50:23,00:01:01:16,5310822839547632763.xml,13,"They're definitely not in there.  You checked down the side  of the sofa? What's left of it. Well, I'll give it the once over  later. It'll need more than that."
7841,00:01:01:17,00:01:02:19,5310822839547632763.xml,14,
7842,00:01:02:20,00:01:21:18,5310822839547632763.xml,15,"It's wrecked.  And it smells of pig.  He's right.  It does.  Well? Fine, I'll start saving  for a new one. Good. In the meantime,  a bit of help looking for the keys would be appreciated. You've been like a bear  with a sore head all weekend. What's the matter?  Brenda ain't been putting out? I'm gonna check upstairs again. "
7843,00:01:21:19,00:01:22:23,5310822839547632763.xml,16,
7844,00:01:22:24,00:01:24:02,5310822839547632763.xml,17,Looks like I've touched a nerve. 
7845,00:01:24:03,00:01:27:01,5310822839547632763.xml,18,
7846,00:01:27:02,00:01:29:16,5310822839547632763.xml,19,What's that? 
7847,00:01:29:17,00:01:30:17,5310822839547632763.xml,20,
7848,00:01:30:18,00:01:35:18,5310822839547632763.xml,21,"Oh, it's just from my mum.  You OK?  Yeah. Come on, remember what we said last  week, you and me against the world?"
7849,00:01:35:19,00:01:38:04,5310822839547632763.xml,22,
7850,00:01:38:05,00:01:40:01,5310822839547632763.xml,23,"What shall we do tonight?  Pub, club? "
7851,00:01:40:02,00:01:44:03,5310822839547632763.xml,24,"We can't go out,  we're both skint. We'll have to work extra hard  on the stall to get more cash."
7852,00:01:44:04,00:01:47:15,5310822839547632763.xml,25,Remember that poster we saw  for Eighties night in R&R? I think that's tonight. I dunno.
7853,00:01:47:16,00:01:49:12,5310822839547632763.xml,26,
7854,00:01:49:13,00:01:51:24,5310822839547632763.xml,27,What would you say to me  if I was down in the dumps?
7855,00:01:52:00,00:01:55:09,5310822839547632763.xml,28,"Pull yourself together.  Exactly. So, if we make a profit on the  stall, we go to the club.  Deal?"
7856,00:01:55:10,00:01:57:03,5310822839547632763.xml,29,
7857,00:01:57:04,00:01:58:17,5310822839547632763.xml,30,
7858,00:01:58:18,00:01:59:16,5310822839547632763.xml,31,Deal. 
7859,00:01:59:17,00:02:01:02,5310822839547632763.xml,32,
7860,00:02:01:03,00:02:01:22,5310822839547632763.xml,33,
7861,00:02:01:23,00:02:05:21,5310822839547632763.xml,34,What is with the lock? 
7862,00:02:05:22,00:02:08:02,5310822839547632763.xml,35,"Just like my privacy, that's all. "
7863,00:02:08:03,00:02:09:04,5310822839547632763.xml,36,Have you got a woman in there?  Don't be daft.
7864,00:02:09:05,00:02:10:21,5310822839547632763.xml,37,
7865,00:02:10:22,00:02:24:12,5310822839547632763.xml,38,"Don't be embarrassed.  It's me.  There's no woman, all right?!  All right, I was only joking.  I meant nothing by it.  I'm still married,  in case you forgot. Of course.  Sorry.  When I want something,  I never give up that easily either."
7866,00:02:24:13,00:02:26:11,5310822839547632763.xml,39,
7867,00:02:26:12,00:02:28:22,5310822839547632763.xml,40,Which is why you and I need to  have a little chat.  About Peggy.
7868,00:02:28:23,00:02:31:02,5310822839547632763.xml,41,What about her?  I just want some background information.
7869,00:02:31:03,00:02:34:04,5310822839547632763.xml,42,Anything you can give me to remind  people round here that
7870,00:02:34:05,00:02:37:08,5310822839547632763.xml,43,she isn't as saintly  as she's making out to be.
7871,00:02:37:09,00:02:39:24,5310822839547632763.xml,44,
7872,00:02:40:00,00:02:44:05,5310822839547632763.xml,45,You already are involved. 
7873,00:02:44:06,00:02:46:16,5310822839547632763.xml,46,Don't you care that  she's exploiting your children?
7874,00:02:46:17,00:02:48:15,5310822839547632763.xml,47,What you on about? 
7875,00:02:48:16,00:02:51:20,5310822839547632763.xml,48,Dragging William and Janet to  that photo op the other day.
7876,00:02:51:21,00:02:52:19,5310822839547632763.xml,49,
7877,00:02:52:20,00:02:55:07,5310822839547632763.xml,50,She's on some sort of power trip.  Someone's gotta stop her.
7878,00:02:55:08,00:02:56:19,5310822839547632763.xml,51,"Me and Peggy, we've had our  differences in the past, yeah?"
7879,00:02:56:20,00:03:05:14,5310822839547632763.xml,52,"But she loves my kids  just as much as I do. So if you wanna go and find  dirt on her, that's fine. Just don't expect  me to get involved."
7880,00:03:05:15,00:03:08:01,5310822839547632763.xml,53,
7881,00:03:08:02,00:03:08:14,5310822839547632763.xml,54,
7882,00:03:08:15,00:03:08:18,5310822839547632763.xml,55,
7883,00:03:08:19,00:03:10:14,5310822839547632763.xml,56,
7884,00:03:10:15,00:03:12:15,5310822839547632763.xml,57,
7885,00:03:12:16,00:03:15:22,5310822839547632763.xml,58,
7886,00:03:15:23,00:03:20:24,5310822839547632763.xml,59,What you doing?  What I should have done the minute she got out.
7887,00:03:21:00,00:03:33:15,5310822839547632763.xml,60,Was that Tanya?  I don't want you having  anything to do with her. I thought we'd sorted this.  She told them about the tattoo  because they thought you were having a fling with my brother. She was trying to do you a favour! 
7888,00:03:33:16,00:03:35:09,5310822839547632763.xml,61,Some favour.  She's a bad influence  on you.  She keeps getting you drunk.
7889,00:03:35:10,00:03:36:05,5310822839547632763.xml,62,
7890,00:03:36:06,00:03:37:09,5310822839547632763.xml,63,
7891,00:03:37:10,00:03:39:03,5310822839547632763.xml,64,"Least when I get drunk, the only  thing I'm left with is a hangover."
7892,00:03:39:04,00:03:55:10,5310822839547632763.xml,65,"A tattoo is for life, Ian,  not just for birthdays. Come on, you saw  the funny side on Friday. Because of you two, I was humiliated  in front of the whole Square and some of the East End's  most important business people."
7893,00:03:55:11,00:03:58:09,5310822839547632763.xml,66,And on my birthday!  Imagine how that feels? Fine.  I won't go out with  Tanya for a few weeks.  Happy?
7894,00:03:58:10,00:03:59:10,5310822839547632763.xml,67,
7895,00:03:59:11,00:04:00:20,5310822839547632763.xml,68,
7896,00:04:00:21,00:04:03:11,5310822839547632763.xml,69,
7897,00:04:03:12,00:04:04:22,5310822839547632763.xml,70,I could practice my new hobby. 
